CustomerID,Frequency,Monetary,客户群体,lifecycle_days,active_days,lifecycle_months,avg_order_value,estimated_LTV
12477.0,6,13219.74,冠军客户,279.0,6,9.3,2203.29,122943.58
12478.0,1,680.99,大额新客户,0.0,1,0.0,680.99,0.0
12479.0,1,527.2,一般客户,0.0,1,0.0,527.2,0.0
12480.0,4,3281.63,冠军客户,308.0,4,10.266666666666667,820.4075,33691.4
12481.0,10,5596.32,冠军客户,343.0,8,11.433333333333334,559.632,63984.59
12483.0,8,2484.98,冠军客户,322.0,8,10.733333333333333,310.6225,26672.12
12484.0,6,4541.72,冠军客户,304.0,6,10.133333333333333,756.9533333333334,46022.76
12488.0,3,1298.66,冠军客户,66.0,3,2.2,432.8866666666667,2857.05
12489.0,1,334.93,流失客户,0.0,1,0.0,334.93,0.0
12490.0,10,5417.93,冠军客户,324.0,10,10.8,541.793,58513.64
12491.0,1,460.4,一般客户,0.0,1,0.0,460.4,0.0
12492.0,2,263.21,潜力客户,42.0,2,1.4,131.605,368.49
12493.0,2,433.74,流失客户,32.0,2,1.0666666666666667,216.87,462.66
12494.0,7,1246.1,冠军客户,350.0,7,11.666666666666666,178.0142857142857,14537.83
12497.0,1,1043.1,流失客户,0.0,1,0.0,1043.1,0.0
12498.0,3,403.7,忠诚客户,36.0,2,1.2,134.56666666666666,484.44
12500.0,11,4257.82,冠军客户,310.0,10,10.333333333333334,387.07454545454544,43997.47
12501.0,1,2169.39,流失客户,0.0,1,0.0,2169.39,0.0
12502.0,5,3723.87,潜力客户,214.0,5,7.133333333333334,744.774,26563.61
12504.0,2,482.05,忠诚客户,12.0,2,0.4,241.025,192.82
12506.0,1,73.5,流失客户,0.0,1,0.0,73.5,0.0
12507.0,3,1304.81,潜力客户,164.0,3,5.466666666666667,434.93666666666667,7132.96
12508.0,2,398.27,忠诚客户,3.0,2,0.1,199.135,39.83
12509.0,1,176.5,流失客户,0.0,1,0.0,176.5,0.0
12510.0,2,982.57,流失客户,183.0,2,6.1,491.285,5993.68
12512.0,2,138.03,潜力客户,0.0,1,0.0,69.015,0.0
12513.0,1,612.29,流失客户,0.0,1,0.0,612.29,0.0
12514.0,1,1017.68,流失客户,0.0,1,0.0,1017.68,0.0
12515.0,1,383.7,流失客户,0.0,1,0.0,383.7,0.0
12516.0,2,1312.06,潜力客户,103.0,2,3.433333333333333,656.03,4504.74
12517.0,5,2502.84,冠军客户,162.0,4,5.4,500.56800000000004,13515.34
12518.0,5,2056.89,冠军客户,110.0,5,3.6666666666666665,411.378,7541.93
12519.0,1,340.84,流失客户,0.0,1,0.0,340.84,0.0
12520.0,5,2634.26,潜力客户,194.0,5,6.466666666666667,526.8520000000001,17034.88
12521.0,1,599.68,流失客户,0.0,1,0.0,599.68,0.0
12522.0,2,192.72,忠诚客户,12.0,2,0.4,96.36,77.09
12523.0,11,1789.77,冠军客户,312.0,11,10.4,162.70636363636365,18613.61
12524.0,8,4485.72,冠军客户,324.0,8,10.8,560.715,48445.78
12526.0,3,1316.66,冠军客户,94.0,3,3.1333333333333333,438.8866666666667,4125.53
12527.0,3,348.71,潜力客户,244.0,3,8.133333333333333,116.23666666666666,2836.17
12528.0,6,1933.48,冠军客户,303.0,6,10.1,322.24666666666667,19528.15
12530.0,4,1662.28,潜力客户,277.0,4,9.233333333333333,415.57,15348.39
12531.0,1,125.22,一般客户,0.0,1,0.0,125.22,0.0
12532.0,1,349.83,一般客户,0.0,1,0.0,349.83,0.0
12534.0,1,1089.18,流失客户,0.0,1,0.0,1089.18,0.0
12535.0,2,716.35,潜力客户,95.0,2,3.1666666666666665,358.175,2268.44
12536.0,3,12601.83,冠军客户,16.0,2,0.5333333333333333,4200.61,6720.98
12538.0,1,363.95,一般客户,0.0,1,0.0,363.95,0.0
12539.0,4,5568.35,冠军客户,311.0,4,10.366666666666667,1392.0875,57725.23
12540.0,17,13400.24,冠军客户,342.0,17,11.4,788.2494117647059,152762.74
12541.0,3,981.18,冠军客户,251.0,3,8.366666666666667,327.06,8209.21
12544.0,1,372.7,一般客户,0.0,1,0.0,372.7,0.0
12545.0,2,1000.39,潜力客户,184.0,2,6.133333333333334,500.195,6135.73
12546.0,2,1161.5,忠诚客户,31.0,2,1.0333333333333334,580.75,1200.22
12547.0,2,207.8,流失客户,83.0,2,2.7666666666666666,103.9,574.91
12548.0,1,95.2,流失客户,0.0,1,0.0,95.2,0.0
12550.0,1,964.83,流失客户,0.0,1,0.0,964.83,0.0
12551.0,1,168.0,流失客户,0.0,1,0.0,168.0,0.0
12552.0,2,437.82,忠诚客户,1.0,2,0.03333333333333333,218.91,14.59
12553.0,10,3692.28,冠军客户,321.0,10,10.7,369.228,39507.4
12556.0,2,603.71,忠诚客户,101.0,2,3.3666666666666667,301.855,2032.49
12557.0,5,11990.96,冠军客户,355.0,5,11.833333333333334,2398.192,141893.03
12558.0,1,269.96,一般客户,0.0,1,0.0,269.96,0.0
12559.0,2,561.71,流失客户,9.0,2,0.3,280.855,168.51
12560.0,3,2134.01,冠军客户,138.0,3,4.6,711.3366666666667,9816.45
12561.0,1,238.85,流失客户,0.0,1,0.0,238.85,0.0
12562.0,7,3781.74,冠军客户,190.0,7,6.333333333333333,540.2485714285714,23951.02
12564.0,1,456.9,流失客户,0.0,1,0.0,456.9,0.0
12565.0,1,145.92,流失客户,0.0,1,0.0,145.92,0.0
12566.0,1,351.65,流失客户,0.0,1,0.0,351.65,0.0
12567.0,10,9401.28,冠军客户,347.0,9,11.566666666666666,940.128,108741.47
12569.0,32,4124.69,冠军客户,250.0,26,8.333333333333334,128.8965625,34372.42
12571.0,2,519.61,忠诚客户,82.0,2,2.7333333333333334,259.805,1420.27
12572.0,2,1020.42,忠诚客户,43.0,2,1.4333333333333333,510.21,1462.6
12573.0,1,160.54,流失客户,0.0,1,0.0,160.54,0.0
12574.0,1,218.45,流失客户,0.0,1,0.0,218.45,0.0
12576.0,5,1315.83,冠军客户,269.0,5,8.966666666666667,263.166,11798.61
12577.0,3,657.8,忠诚客户,324.0,2,10.8,219.26666666666665,7104.24
12578.0,2,2794.51,忠诚客户,309.0,2,10.3,1397.255,28783.45
12579.0,1,440.42,流失客户,0.0,1,0.0,440.42,0.0
12580.0,1,415.7,流失客户,0.0,1,0.0,415.7,0.0
12581.0,1,197.71,一般客户,0.0,1,0.0,197.71,0.0
12582.0,2,511.36,流失客户,50.0,2,1.6666666666666667,255.68,852.27
12583.0,15,7281.38,冠军客户,371.0,15,12.366666666666667,485.42533333333336,90046.4
12584.0,9,2338.15,冠军客户,277.0,9,9.233333333333333,259.7944444444445,21588.92
12585.0,2,2040.1,流失客户,117.0,2,3.9,1020.05,7956.39
12586.0,1,196.94,一般客户,0.0,1,0.0,196.94,0.0
12587.0,1,144.0,一般客户,0.0,1,0.0,144.0,0.0
12588.0,1,214.9,一般客户,0.0,1,0.0,214.9,0.0
12589.0,2,646.68,忠诚客户,116.0,2,3.8666666666666667,323.34,2500.5
12590.0,2,9864.26,流失客户,0.0,1,0.0,4932.13,0.0
12591.0,1,452.85,流失客户,0.0,1,0.0,452.85,0.0
12592.0,2,437.6,潜力客户,121.0,2,4.033333333333333,218.8,1764.99
12593.0,3,418.1,潜力客户,110.0,3,3.6666666666666665,139.36666666666667,1533.03
12594.0,10,3338.22,冠军客户,285.0,9,9.5,333.822,31713.09
12596.0,2,618.27,忠诚客户,191.0,2,6.366666666666666,309.135,3936.32
12597.0,4,3811.22,冠军客户,249.0,4,8.3,952.805,31633.13
12598.0,8,3023.08,冠军客户,275.0,7,9.166666666666666,377.885,27711.57
12599.0,7,1032.58,冠军客户,275.0,7,9.166666666666666,147.51142857142855,9465.32
12600.0,10,2599.04,冠军客户,343.0,10,11.433333333333334,259.904,29715.69
12601.0,5,577.06,沉睡客户,143.0,5,4.766666666666667,115.41199999999999,2750.65
12602.0,1,153.12,流失客户,0.0,1,0.0,153.12,0.0
12603.0,1,739.2,大额新客户,0.0,1,0.0,739.2,0.0
12604.0,2,254.18,潜力客户,182.0,2,6.066666666666666,127.09,1542.03
12607.0,1,1579.51,流失客户,0.0,1,0.0,1579.51,0.0
12609.0,3,1126.85,潜力客户,240.0,3,8.0,375.6166666666666,9014.8
12610.0,5,2099.54,冠军客户,104.0,5,3.466666666666667,419.908,7278.41
12611.0,1,1193.32,流失客户,0.0,1,0.0,1193.32,0.0
12612.0,1,704.04,流失客户,0.0,1,0.0,704.04,0.0
12613.0,5,3344.38,潜力客户,205.0,3,6.833333333333333,668.876,22853.26
12614.0,1,315.6,流失客户,0.0,1,0.0,315.6,0.0
12615.0,4,2291.19,冠军客户,166.0,4,5.533333333333333,572.7975,12677.92
12616.0,2,713.3,潜力客户,202.0,2,6.733333333333333,356.65,4802.89
12617.0,1,355.53,一般客户,0.0,1,0.0,355.53,0.0
12618.0,1,177.31,一般客户,0.0,1,0.0,177.31,0.0
12619.0,9,3641.24,冠军客户,237.0,9,7.9,404.5822222222222,28765.8
12620.0,3,1339.41,冠军客户,190.0,3,6.333333333333333,446.47,8482.93
12621.0,20,13689.67,冠军客户,364.0,17,12.133333333333333,684.4835,166101.33
12622.0,1,180.1,流失客户,0.0,1,0.0,180.1,0.0
12623.0,1,305.1,流失客户,0.0,1,0.0,305.1,0.0
12624.0,2,641.13,潜力客户,71.0,2,2.3666666666666667,320.565,1517.34
12625.0,2,2683.82,流失客户,108.0,2,3.6,1341.91,9661.75
12626.0,9,6620.48,冠军客户,303.0,9,10.1,735.6088888888888,66866.85
12627.0,7,4478.53,冠军客户,130.0,7,4.333333333333333,639.79,19406.96
12628.0,3,786.46,冠军客户,60.0,3,2.0,262.15333333333336,1572.92
12630.0,2,1270.88,忠诚客户,34.0,2,1.1333333333333333,635.44,1440.33
12631.0,1,640.5,流失客户,0.0,1,0.0,640.5,0.0
12633.0,4,2163.98,潜力客户,229.0,4,7.633333333333334,540.995,16518.38
12635.0,2,1689.18,潜力客户,65.0,2,2.1666666666666665,844.59,3659.89
12637.0,8,6021.9,潜力客户,256.0,7,8.533333333333333,752.7375,51386.88
12638.0,1,671.69,一般客户,0.0,1,0.0,671.69,0.0
12639.0,1,486.1,流失客户,0.0,1,0.0,486.1,0.0
12640.0,3,1174.58,冠军客户,58.0,3,1.9333333333333333,391.52666666666664,2270.85
12641.0,1,185.9,流失客户,0.0,1,0.0,185.9,0.0
12642.0,3,1013.26,冠军客户,82.0,3,2.7333333333333334,337.75333333333333,2769.58
12643.0,6,3344.64,潜力客户,204.0,5,6.8,557.4399999999999,22743.55
12644.0,1,477.91,流失客户,0.0,1,0.0,477.91,0.0
12645.0,4,1775.18,冠军客户,283.0,4,9.433333333333334,443.795,16745.86
12646.0,2,1346.97,忠诚客户,45.0,2,1.5,673.485,2020.46
12647.0,12,3722.82,冠军客户,347.0,11,11.566666666666666,310.235,43060.62
12648.0,1,318.05,流失客户,0.0,1,0.0,318.05,0.0
12649.0,3,623.51,潜力客户,105.0,2,3.5,207.83666666666667,2182.28
12650.0,1,314.44,一般客户,0.0,1,0.0,314.44,0.0
12651.0,1,114.0,流失客户,0.0,1,0.0,114.0,0.0
12652.0,1,919.98,流失客户,0.0,1,0.0,919.98,0.0
12653.0,2,2209.85,流失客户,148.0,2,4.933333333333334,1104.925,10901.93
12654.0,5,601.98,忠诚客户,285.0,4,9.5,120.396,5718.81
12656.0,5,4051.17,冠军客户,216.0,5,7.2,810.234,29168.42
12657.0,4,1643.18,冠军客户,67.0,3,2.2333333333333334,410.795,3669.77
12658.0,1,686.05,大额新客户,0.0,1,0.0,686.05,0.0
12659.0,1,91.68,一般客户,0.0,1,0.0,91.68,0.0
12660.0,1,245.1,一般客户,0.0,1,0.0,245.1,0.0
12662.0,11,3849.78,冠军客户,373.0,10,12.433333333333334,349.98,47865.6
12664.0,9,4881.88,冠军客户,314.0,9,10.466666666666667,542.4311111111111,51097.01
12665.0,1,63.0,流失客户,0.0,1,0.0,63.0,0.0
12667.0,1,620.13,流失客户,0.0,1,0.0,620.13,0.0
12668.0,4,3807.15,冠军客户,344.0,4,11.466666666666667,951.7875,43655.32
12669.0,3,2744.03,沉睡客户,106.0,3,3.533333333333333,914.6766666666667,9695.57
12670.0,5,2996.05,冠军客户,222.0,5,7.4,599.21,22170.77
12672.0,1,225.9,流失客户,0.0,1,0.0,225.9,0.0
12673.0,2,610.52,忠诚客户,321.0,2,10.7,305.26,6532.56
12674.0,4,1970.6,冠军客户,169.0,4,5.633333333333334,492.65,11101.05
12676.0,6,1331.39,冠军客户,287.0,6,9.566666666666666,221.89833333333334,12736.96
12678.0,12,17628.46,冠军客户,311.0,9,10.366666666666667,1469.0383333333332,182748.37
12679.0,4,1113.02,潜力客户,225.0,4,7.5,278.255,8347.65
12680.0,4,862.81,冠军客户,113.0,4,3.7666666666666666,215.7025,3249.92
12681.0,22,13787.54,冠军客户,353.0,20,11.766666666666667,626.7063636363637,162233.39
12682.0,31,12288.22,冠军客户,368.0,27,12.266666666666667,396.3941935483871,150735.5
12683.0,15,8476.57,冠军客户,361.0,11,12.033333333333333,565.1046666666666,102001.39
12684.0,7,2283.63,冠军客户,206.0,7,6.866666666666666,326.23285714285714,15680.93
12685.0,6,2863.08,冠军客户,65.0,6,2.1666666666666665,477.18,6203.34
12686.0,1,89.14,流失客户,0.0,1,0.0,89.14,0.0
12688.0,1,4873.81,流失客户,0.0,1,0.0,4873.81,0.0
12689.0,2,1247.61,忠诚客户,102.0,2,3.4,623.805,4241.87
12690.0,1,389.01,流失客户,0.0,1,0.0,389.01,0.0
12691.0,6,1035.8,冠军客户,329.0,6,10.966666666666667,172.63333333333333,11359.27
12693.0,4,855.91,潜力客户,192.0,4,6.4,213.9775,5477.82
12694.0,2,869.67,潜力客户,113.0,2,3.7666666666666666,434.835,3275.76
12695.0,4,582.1,忠诚客户,203.0,4,6.766666666666667,145.525,3938.88
12697.0,3,957.59,冠军客户,141.0,3,4.7,319.19666666666666,4500.67
12700.0,4,4939.99,冠军客户,208.0,4,6.933333333333334,1234.9975,34250.6
12701.0,2,797.71,潜力客户,163.0,2,5.433333333333334,398.855,4334.22
12702.0,1,219.0,一般客户,0.0,1,0.0,219.0,0.0
12703.0,1,283.55,流失客户,0.0,1,0.0,283.55,0.0
12704.0,8,2340.84,冠军客户,162.0,7,5.4,292.605,12640.54
12705.0,9,6868.29,冠军客户,342.0,8,11.4,763.1433333333333,78298.51
12707.0,1,603.42,流失客户,0.0,1,0.0,603.42,0.0
12708.0,10,2712.91,冠军客户,339.0,10,11.3,271.291,30655.88
12709.0,15,9736.52,冠军客户,351.0,15,11.7,649.1013333333334,113917.28
12710.0,3,1149.02,潜力客户,105.0,3,3.5,383.00666666666666,4021.57
12712.0,13,4396.13,冠军客户,343.0,13,11.433333333333334,338.1638461538462,50262.42
12713.0,1,848.55,大额新客户,0.0,1,0.0,848.55,0.0
12714.0,5,4708.86,冠军客户,285.0,5,9.5,941.7719999999999,44734.17
12715.0,1,353.86,流失客户,0.0,1,0.0,353.86,0.0
12716.0,2,1053.49,忠诚客户,130.0,2,4.333333333333333,526.745,4565.12
12717.0,2,1030.98,流失客户,94.0,2,3.1333333333333333,515.49,3230.4
12718.0,1,238.25,流失客户,0.0,1,0.0,238.25,0.0
12719.0,2,644.95,忠诚客户,60.0,2,2.0,322.475,1289.9
12720.0,25,5781.73,冠军客户,367.0,21,12.233333333333333,231.26919999999998,70729.83
12721.0,6,2656.13,冠军客户,323.0,6,10.766666666666667,442.68833333333333,28597.67
12722.0,4,997.63,潜力客户,65.0,4,2.1666666666666665,249.4075,2161.53
12723.0,5,725.07,冠军客户,62.0,3,2.066666666666667,145.014,1498.48
12724.0,4,1031.41,冠军客户,327.0,4,10.9,257.8525,11242.37
12725.0,1,427.8,流失客户,0.0,1,0.0,427.8,0.0
12726.0,7,2609.1,冠军客户,329.0,7,10.966666666666667,372.7285714285714,28613.13
12727.0,7,3980.7,冠军客户,310.0,6,10.333333333333334,568.6714285714286,41133.9
12728.0,4,836.33,潜力客户,261.0,4,8.7,209.0825,7276.07
12729.0,1,453.01,流失客户,0.0,1,0.0,453.01,0.0
12731.0,12,18895.91,冠军客户,341.0,11,11.366666666666667,1574.6591666666666,214783.51
12732.0,1,236.26,流失客户,0.0,1,0.0,236.26,0.0
12733.0,1,383.95,流失客户,0.0,1,0.0,383.95,0.0
12734.0,1,110.4,流失客户,0.0,1,0.0,110.4,0.0
12735.0,2,779.57,流失客户,22.0,2,0.7333333333333333,389.785,571.68
12736.0,1,234.0,流失客户,0.0,1,0.0,234.0,0.0
12738.0,1,155.35,流失客户,0.0,1,0.0,155.35,0.0
12739.0,2,1013.04,潜力客户,21.0,2,0.7,506.52,709.13
12740.0,1,427.6,流失客户,0.0,1,0.0,427.6,0.0
12743.0,2,546.43,潜力客户,0.0,1,0.0,273.215,0.0
12744.0,7,21279.29,潜力客户,267.0,6,8.9,3039.8985714285714,189385.68
12747.0,11,4196.01,冠军客户,367.0,11,12.233333333333333,381.4554545454546,51331.19
12748.0,209,33719.73,冠军客户,373.0,113,12.433333333333334,161.3384210526316,419248.64
12749.0,5,4090.88,冠军客户,210.0,4,7.0,818.176,28636.16
12750.0,1,275.88,流失客户,0.0,1,0.0,275.88,0.0
12752.0,1,4366.78,流失客户,0.0,1,0.0,4366.78,0.0
12753.0,6,21429.39,冠军客户,340.0,6,11.333333333333334,3571.565,242866.42
12754.0,3,3010.74,沉睡客户,73.0,3,2.433333333333333,1003.5799999999999,7326.13
12755.0,2,3811.95,流失客户,85.0,2,2.8333333333333335,1905.975,10800.52
12756.0,1,112.08,流失客户,0.0,1,0.0,112.08,0.0
12757.0,13,7857.1,冠军客户,196.0,9,6.533333333333333,604.3923076923077,51333.05
12758.0,2,2791.59,潜力客户,160.0,2,5.333333333333333,1395.795,14888.48
12759.0,3,1531.44,潜力客户,223.0,3,7.433333333333334,510.48,11383.7
12762.0,2,1898.52,忠诚客户,18.0,2,0.6,949.26,1139.11
12763.0,2,494.08,潜力客户,231.0,2,7.7,247.04,3804.42
12764.0,1,1693.88,流失客户,0.0,1,0.0,1693.88,0.0
12766.0,7,6989.63,冠军客户,363.0,7,12.1,998.5185714285715,84574.52
12769.0,1,1143.6,流失客户,0.0,1,0.0,1143.6,0.0
12770.0,1,1351.45,流失客户,0.0,1,0.0,1351.45,0.0
12772.0,1,892.47,流失客户,0.0,1,0.0,892.47,0.0
12775.0,5,1386.04,冠军客户,294.0,5,9.8,277.20799999999997,13583.19
12778.0,6,822.23,冠军客户,293.0,6,9.766666666666667,137.03833333333333,8030.45
12779.0,8,3981.36,冠军客户,334.0,8,11.133333333333333,497.67,44325.81
12781.0,2,826.74,潜力客户,221.0,2,7.366666666666666,413.37,6090.32
12782.0,5,2330.92,冠军客户,353.0,5,11.766666666666667,466.184,27427.16
12783.0,6,2225.91,冠军客户,73.0,5,2.433333333333333,370.98499999999996,5416.38
12784.0,2,574.42,忠诚客户,6.0,2,0.2,287.21,114.88
12785.0,1,311.95,流失客户,0.0,1,0.0,311.95,0.0
12787.0,3,463.66,忠诚客户,183.0,3,6.1,154.55333333333334,2828.33
12789.0,1,91.85,流失客户,0.0,1,0.0,91.85,0.0
12790.0,1,324.92,流失客户,0.0,1,0.0,324.92,0.0
12791.0,1,192.6,流失客户,0.0,1,0.0,192.6,0.0
12792.0,1,400.54,流失客户,0.0,1,0.0,400.54,0.0
12793.0,2,545.48,流失客户,37.0,2,1.2333333333333334,272.74,672.76
12794.0,2,860.41,潜力客户,45.0,2,1.5,430.205,1290.62
